label,year,reporter_info,status,case_categories,jurisdictions,principal_laws,summary,at_issue,case_documents,url
Police v Abel; Police v Adams; Police v Kelly; Police v Molan; Police v Wurcker,2023,,Decided,"Suits against governments, Public Assembly","Australia, Australian Capital Territory, Magistrates Court of the Australian Capital Territory","Australia, Protection of Persons and Property Act 1971 (","The defendants, due to their concern about climate change, participated in a protest. The defendant considered and maintained it was important for individuals and the government to reduce the use of climate change. They hoped to disrupt the activities of Australian Petroleum Production and Exploration Association (APPEA), which they understood as the gas and petroleum industry lobby group.","Whether the defendant's protest activities, involving barracading the entrances of a group, counted as unreasonable obstruction while taking part in an assembly.",https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240206_90130_decision.pdf,https://climatecasechart.com/non-us-case/police-v-abel-police-v-adams-police-v-kelly-police-v-molan-police-v-wurcker
